# Retrospective bench points — every tagged GitHub artifact (rakupp-macos-universal,
# arm64 slice) re-run on ONE machine in ONE sitting: 2026-08-31, Darwin 24.6,
# Apple M3, macOS 15.7.4. Supersedes the 2026-08-21 Darwin 25.5 sitting entirely,
# which covered `hashfill` only and whose Raku++ binaries ran 1.3-1.5x slow.
#
# Each release is measured against the Rakudo that was CURRENT ON ITS RELEASE
# DATE — 2026.06 up to 2026-07-24, 2026.07 to 2026-08-21, 2026.08 after — each
# built from source, native arm64, one toolchain for all three. NOTE MoarVM has
# no JIT backend on arm64 (it compiles src/jit/stub.o), so this rakudo column is
# NOT comparable with one measured on an x86_64 host, which does have the JIT.
#
# Method: tools/run-bench.raku, 7 runs per kernel, first discarded, minimum of
# the remaining 6, lanes interleaved, output correctness-gated before timing —
# every engine agreed on every row. Because the rakudo lane is re-measured once
# per release rather than once per sitting, its within-era spread is a direct
# noise figure: ~2%, except `sortby`, which is bimodal at ~168/198ms and should
# not be read tighter than +-18%.
#
# gen-dashboard merges these as an OVERRIDE per engine, not gap-fill: a tag's
# own committed tables were measured on whatever machine that release had, and
# their rakudo column ran under Rosetta 2 until 2026-08-31. Engines absent here
# (mutsu, perl) keep their mined values.
#
# RAKUDO IS NOT IN THIS FILE. Rakudo ships monthly, so it is a constant between
# its own releases and belongs to a DATE, not to a Raku++ tag; measuring it per
# tag drew noise as signal (19% on sortby). It lives in rakudo-eras.tsv and is
# assigned by date to every point, tagged or not.
#
# Not covered: v0.1.0, v0.5.0 and v1.1.5 ship no release binary, so they have no
# measured point and the charts draw a gap. `arraypush` is absent before v1.5.2:
# Array.push was quadratic and a single run exceeds 10s, so it is omitted rather
# than estimated. Reproduce with tools/rakupp-bench-sweep.sh in the rakupp repo.
v0.7.1	objects	interp	491.0
v0.7.1	objects	native	261.0
v0.9.0	loopsum	interp	190.3
v0.9.0	loopsum	native	26.9
v0.9.0	fib	interp	784.3
v0.9.0	fib	native	166.6
v0.9.0	strcat	interp	12.4
v0.9.0	strcat	native	4.2
v0.9.0	startup	interp	2.8
v0.9.0	startup	native	2.3
v0.9.0	arrayops	interp	106.0
v0.9.0	arrayops	native	103.1
v0.9.0	sortnums	interp	69.2
v0.9.0	sortnums	native	50.8
v0.9.0	sortby	interp	2803.0
v0.9.0	sortby	native	2758.2
v0.9.0	regex	interp	90.2
v0.9.0	regex	native	71.0
v0.9.0	hash	interp	37.9
v0.9.0	hash	native	16.4
v0.9.0	hashfill	interp	229.9
v0.9.0	hashfill	native	156.8
v0.9.0	bigint	interp	32.0
v0.9.0	bigint	native	30.3
v0.9.0	streq	interp	552.7
v0.9.0	streq	native	44.4
v0.9.0	textsplit	interp	5467.9
v0.9.0	textsplit	native	5570.9
v0.9.0	rats	interp	326.8
v0.9.0	rats	native	217.1
v0.9.0	objects	interp	547.3
v0.9.0	objects	native	317.3
v0.9.1	loopsum	interp	216.4
v0.9.1	loopsum	native	28.0
v0.9.1	fib	interp	799.1
v0.9.1	fib	native	160.5
v0.9.1	strcat	interp	12.9
v0.9.1	strcat	native	4.3
v0.9.1	startup	interp	3.2
v0.9.1	startup	native	2.2
v0.9.1	arrayops	interp	116.2
v0.9.1	arrayops	native	113.7
v0.9.1	sortnums	interp	76.5
v0.9.1	sortnums	native	54.9
v0.9.1	sortby	interp	2845.4
v0.9.1	sortby	native	2762.5
v0.9.1	regex	interp	92.7
v0.9.1	regex	native	73.5
v0.9.1	hash	interp	38.6
v0.9.1	hash	native	17.3
v0.9.1	hashfill	interp	236.4
v0.9.1	hashfill	native	158.5
v0.9.1	bigint	interp	32.4
v0.9.1	bigint	native	30.4
v0.9.1	streq	interp	561.1
v0.9.1	streq	native	46.4
v0.9.1	textsplit	interp	5948.8
v0.9.1	textsplit	native	5831.9
v0.9.1	rats	interp	328.3
v0.9.1	rats	native	218.5
v0.9.1	objects	interp	556.2
v0.9.1	objects	native	315.3
v1.0.0	loopsum	interp	195.5
v1.0.0	loopsum	native	28.3
v1.0.0	fib	interp	804.2
v1.0.0	fib	native	163.2
v1.0.0	strcat	interp	12.9
v1.0.0	strcat	native	4.3
v1.0.0	startup	interp	3.1
v1.0.0	startup	native	2.3
v1.0.0	arrayops	interp	111.9
v1.0.0	arrayops	native	109.8
v1.0.0	sortnums	interp	70.1
v1.0.0	sortnums	native	51.5
v1.0.0	sortby	interp	3810.3
v1.0.0	sortby	native	3752.4
v1.0.0	regex	interp	92.6
v1.0.0	regex	native	74.2
v1.0.0	hash	interp	39.2
v1.0.0	hash	native	17.1
v1.0.0	hashfill	interp	236.5
v1.0.0	hashfill	native	161.6
v1.0.0	bigint	interp	32.1
v1.0.0	bigint	native	30.3
v1.0.0	streq	interp	566.5
v1.0.0	streq	native	46.0
v1.0.0	textsplit	interp	5500.4
v1.0.0	textsplit	native	5560.2
v1.0.0	rats	interp	332.8
v1.0.0	rats	native	221.4
v1.0.0	objects	interp	564.4
v1.0.0	objects	native	327.2
v1.1.0	loopsum	interp	207.7
v1.1.0	loopsum	native	29.3
v1.1.0	fib	interp	876.3
v1.1.0	fib	native	161.0
v1.1.0	strcat	interp	13.7
v1.1.0	strcat	native	4.4
v1.1.0	startup	interp	3.1
v1.1.0	startup	native	2.2
v1.1.0	arrayops	interp	109.5
v1.1.0	arrayops	native	108.5
v1.1.0	sortnums	interp	69.6
v1.1.0	sortnums	native	50.0
v1.1.0	sortby	interp	3859.9
v1.1.0	sortby	native	3785.6
v1.1.0	regex	interp	98.4
v1.1.0	regex	native	74.6
v1.1.0	hash	interp	41.9
v1.1.0	hash	native	17.1
v1.1.0	hashfill	interp	245.4
v1.1.0	hashfill	native	160.0
v1.1.0	bigint	interp	32.6
v1.1.0	bigint	native	31.9
v1.1.0	streq	interp	589.0
v1.1.0	streq	native	48.1
v1.1.0	textsplit	interp	5662.8
v1.1.0	textsplit	native	5688.7
v1.1.0	rats	interp	343.0
v1.1.0	rats	native	219.4
v1.1.0	objects	interp	578.7
v1.1.0	objects	native	328.1
v1.2.0	loopsum	interp	205.3
v1.2.0	loopsum	native	27.9
v1.2.0	fib	interp	885.1
v1.2.0	fib	native	162.9
v1.2.0	strcat	interp	13.6
v1.2.0	strcat	native	4.3
v1.2.0	startup	interp	2.9
v1.2.0	startup	native	2.3
v1.2.0	arrayops	interp	110.2
v1.2.0	arrayops	native	109.0
v1.2.0	sortnums	interp	69.1
v1.2.0	sortnums	native	50.3
v1.2.0	sortby	interp	3864.2
v1.2.0	sortby	native	3903.3
v1.2.0	regex	interp	91.9
v1.2.0	regex	native	74.1
v1.2.0	hash	interp	41.4
v1.2.0	hash	native	16.7
v1.2.0	hashfill	interp	242.5
v1.2.0	hashfill	native	160.8
v1.2.0	bigint	interp	32.2
v1.2.0	bigint	native	31.4
v1.2.0	streq	interp	546.0
v1.2.0	streq	native	46.1
v1.2.0	textsplit	interp	5490.0
v1.2.0	textsplit	native	5505.8
v1.2.0	rats	interp	349.6
v1.2.0	rats	native	231.9
v1.2.0	objects	interp	639.2
v1.2.0	objects	native	390.2
v1.2.5	loopsum	interp	210.7
v1.2.5	loopsum	native	28.1
v1.2.5	fib	interp	897.5
v1.2.5	fib	native	162.5
v1.2.5	strcat	interp	13.6
v1.2.5	strcat	native	4.3
v1.2.5	startup	interp	3.1
v1.2.5	startup	native	2.3
v1.2.5	arrayops	interp	112.9
v1.2.5	arrayops	native	111.4
v1.2.5	sortnums	interp	68.7
v1.2.5	sortnums	native	49.8
v1.2.5	sortby	interp	60.6
v1.2.5	sortby	native	48.4
v1.2.5	regex	interp	91.3
v1.2.5	regex	native	74.2
v1.2.5	hash	interp	41.1
v1.2.5	hash	native	17.0
v1.2.5	hashfill	interp	245.6
v1.2.5	hashfill	native	160.9
v1.2.5	bigint	interp	32.1
v1.2.5	bigint	native	30.1
v1.2.5	streq	interp	537.0
v1.2.5	streq	native	46.8
v1.2.5	textsplit	interp	5181.8
v1.2.5	textsplit	native	5216.6
v1.2.5	rats	interp	276.3
v1.2.5	rats	native	154.0
v1.2.5	objects	interp	603.2
v1.2.5	objects	native	352.8
v1.2.6	loopsum	interp	210.5
v1.2.6	loopsum	native	28.2
v1.2.6	fib	interp	898.5
v1.2.6	fib	native	163.5
v1.2.6	strcat	interp	13.8
v1.2.6	strcat	native	4.4
v1.2.6	startup	interp	3.2
v1.2.6	startup	native	2.2
v1.2.6	arrayops	interp	113.2
v1.2.6	arrayops	native	110.8
v1.2.6	sortnums	interp	68.9
v1.2.6	sortnums	native	49.5
v1.2.6	sortby	interp	59.7
v1.2.6	sortby	native	47.7
v1.2.6	regex	interp	92.4
v1.2.6	regex	native	78.6
v1.2.6	hash	interp	41.3
v1.2.6	hash	native	16.9
v1.2.6	hashfill	interp	244.8
v1.2.6	hashfill	native	160.6
v1.2.6	bigint	interp	32.3
v1.2.6	bigint	native	30.1
v1.2.6	streq	interp	537.4
v1.2.6	streq	native	46.7
v1.2.6	textsplit	interp	5322.9
v1.2.6	textsplit	native	5100.3
v1.2.6	rats	interp	284.0
v1.2.6	rats	native	155.0
v1.2.6	objects	interp	610.7
v1.2.6	objects	native	353.4
v1.5.0	loopsum	interp	205.7
v1.5.0	loopsum	native	28.2
v1.5.0	fib	interp	824.3
v1.5.0	fib	native	161.8
v1.5.0	strcat	interp	13.4
v1.5.0	strcat	native	4.3
v1.5.0	startup	interp	3.0
v1.5.0	startup	native	2.3
v1.5.0	arrayops	interp	115.0
v1.5.0	arrayops	native	111.6
v1.5.0	sortnums	interp	68.7
v1.5.0	sortnums	native	49.6
v1.5.0	sortby	interp	60.2
v1.5.0	sortby	native	48.4
v1.5.0	regex	interp	91.8
v1.5.0	regex	native	74.4
v1.5.0	hash	interp	38.9
v1.5.0	hash	native	16.8
v1.5.0	hashfill	interp	238.6
v1.5.0	hashfill	native	160.8
v1.5.0	bigint	interp	32.3
v1.5.0	bigint	native	30.3
v1.5.0	streq	interp	508.8
v1.5.0	streq	native	46.7
v1.5.0	textsplit	interp	5207.4
v1.5.0	textsplit	native	5215.3
v1.5.0	rats	interp	272.6
v1.5.0	rats	native	155.9
v1.5.0	objects	interp	608.9
v1.5.0	objects	native	351.1
v1.5.1	loopsum	interp	198.8
v1.5.1	loopsum	native	29.1
v1.5.1	fib	interp	748.3
v1.5.1	fib	native	162.9
v1.5.1	strcat	interp	13.1
v1.5.1	strcat	native	4.2
v1.5.1	startup	interp	3.1
v1.5.1	startup	native	2.3
v1.5.1	arrayops	interp	113.2
v1.5.1	arrayops	native	111.9
v1.5.1	sortnums	interp	68.1
v1.5.1	sortnums	native	50.1
v1.5.1	sortby	interp	59.3
v1.5.1	sortby	native	47.7
v1.5.1	regex	interp	91.2
v1.5.1	regex	native	74.4
v1.5.1	hash	interp	38.9
v1.5.1	hash	native	17.0
v1.5.1	hashfill	interp	237.3
v1.5.1	hashfill	native	160.2
v1.5.1	bigint	interp	32.2
v1.5.1	bigint	native	31.5
v1.5.1	streq	interp	514.1
v1.5.1	streq	native	49.7
v1.5.1	textsplit	interp	5321.0
v1.5.1	textsplit	native	5110.5
v1.5.1	rats	interp	271.7
v1.5.1	rats	native	157.8
v1.5.1	objects	interp	595.9
v1.5.1	objects	native	347.2
v1.5.2	loopsum	interp	202.3
v1.5.2	loopsum	native	28.7
v1.5.2	fib	interp	750.6
v1.5.2	fib	native	161.5
v1.5.2	strcat	interp	15.9
v1.5.2	strcat	native	4.4
v1.5.2	startup	interp	3.2
v1.5.2	startup	native	2.3
v1.5.2	arrayops	interp	113.0
v1.5.2	arrayops	native	111.3
v1.5.2	arraypush	interp	235.1
v1.5.2	arraypush	native	85.0
v1.5.2	sortnums	interp	65.9
v1.5.2	sortnums	native	47.9
v1.5.2	sortby	interp	59.5
v1.5.2	sortby	native	47.1
v1.5.2	regex	interp	96.7
v1.5.2	regex	native	76.3
v1.5.2	hash	interp	39.4
v1.5.2	hash	native	16.9
v1.5.2	hashfill	interp	258.5
v1.5.2	hashfill	native	159.9
v1.5.2	bigint	interp	32.2
v1.5.2	bigint	native	30.2
v1.5.2	streq	interp	521.3
v1.5.2	streq	native	46.9
v1.5.2	textsplit	interp	98.3
v1.5.2	textsplit	native	69.3
v1.5.2	rats	interp	273.4
v1.5.2	rats	native	161.1
v1.5.2	objects	interp	606.7
v1.5.2	objects	native	348.0
v1.7.0	loopsum	interp	199.8
v1.7.0	loopsum	native	28.5
v1.7.0	fib	interp	649.5
v1.7.0	fib	native	163.0
v1.7.0	strcat	interp	15.9
v1.7.0	strcat	native	4.3
v1.7.0	startup	interp	3.2
v1.7.0	startup	native	2.3
v1.7.0	arrayops	interp	114.2
v1.7.0	arrayops	native	110.5
v1.7.0	arraypush	interp	226.8
v1.7.0	arraypush	native	86.0
v1.7.0	sortnums	interp	66.9
v1.7.0	sortnums	native	47.6
v1.7.0	sortby	interp	59.7
v1.7.0	sortby	native	46.8
v1.7.0	regex	interp	95.9
v1.7.0	regex	native	76.9
v1.7.0	hash	interp	37.0
v1.7.0	hash	native	16.8
v1.7.0	hashfill	interp	250.9
v1.7.0	hashfill	native	160.6
v1.7.0	bigint	interp	32.3
v1.7.0	bigint	native	30.2
v1.7.0	streq	interp	434.0
v1.7.0	streq	native	46.7
v1.7.0	textsplit	interp	99.9
v1.7.0	textsplit	native	69.7
v1.7.0	rats	interp	267.7
v1.7.0	rats	native	157.5
v1.7.0	objects	interp	600.8
v1.7.0	objects	native	349.7
v1.8.0	loopsum	interp	201.6
v1.8.0	loopsum	native	29.5
v1.8.0	fib	interp	655.5
v1.8.0	fib	native	162.5
v1.8.0	strcat	interp	15.4
v1.8.0	strcat	native	3.8
v1.8.0	startup	interp	3.2
v1.8.0	startup	native	2.3
v1.8.0	arrayops	interp	115.9
v1.8.0	arrayops	native	112.0
v1.8.0	arraypush	interp	234.0
v1.8.0	arraypush	native	87.5
v1.8.0	sortnums	interp	67.5
v1.8.0	sortnums	native	47.8
v1.8.0	sortby	interp	50.6
v1.8.0	sortby	native	36.7
v1.8.0	regex	interp	94.3
v1.8.0	regex	native	73.8
v1.8.0	hash	interp	37.3
v1.8.0	hash	native	17.0
v1.8.0	hashfill	interp	256.3
v1.8.0	hashfill	native	155.6
v1.8.0	bigint	interp	32.1
v1.8.0	bigint	native	30.2
v1.8.0	streq	interp	436.0
v1.8.0	streq	native	49.8
v1.8.0	textsplit	interp	86.7
v1.8.0	textsplit	native	55.3
v1.8.0	rats	interp	268.8
v1.8.0	rats	native	160.4
v1.8.0	objects	interp	646.9
v1.8.0	objects	native	361.8
v2.0.0	loopsum	interp	203.5
v2.0.0	loopsum	native	28.6
v2.0.0	fib	interp	691.6
v2.0.0	fib	native	163.0
v2.0.0	strcat	interp	15.0
v2.0.0	strcat	native	3.7
v2.0.0	startup	interp	3.3
v2.0.0	startup	native	2.3
v2.0.0	arrayops	interp	112.8
v2.0.0	arrayops	native	110.0
v2.0.0	arraypush	interp	241.1
v2.0.0	arraypush	native	88.2
v2.0.0	sortnums	interp	66.6
v2.0.0	sortnums	native	47.6
v2.0.0	sortby	interp	49.9
v2.0.0	sortby	native	36.2
v2.0.0	regex	interp	93.8
v2.0.0	regex	native	73.7
v2.0.0	hash	interp	37.6
v2.0.0	hash	native	16.9
v2.0.0	hashfill	interp	260.5
v2.0.0	hashfill	native	158.9
v2.0.0	bigint	interp	32.1
v2.0.0	bigint	native	30.0
v2.0.0	streq	interp	471.2
v2.0.0	streq	native	47.2
v2.0.0	textsplit	interp	86.1
v2.0.0	textsplit	native	56.1
v2.0.0	rats	interp	273.0
v2.0.0	rats	native	160.3
v2.0.0	objects	interp	636.4
v2.0.0	objects	native	353.5
v3.0.0	loopsum	interp	204.6
v3.0.0	loopsum	native	28.4
v3.0.0	fib	interp	700.5
v3.0.0	fib	native	162.1
v3.0.0	strcat	interp	15.5
v3.0.0	strcat	native	3.7
v3.0.0	startup	interp	3.3
v3.0.0	startup	native	2.3
v3.0.0	arrayops	interp	113.8
v3.0.0	arrayops	native	110.8
v3.0.0	arraypush	interp	241.7
v3.0.0	arraypush	native	89.4
v3.0.0	sortnums	interp	67.6
v3.0.0	sortnums	native	47.8
v3.0.0	sortby	interp	50.0
v3.0.0	sortby	native	36.7
v3.0.0	regex	interp	97.7
v3.0.0	regex	native	73.9
v3.0.0	hash	interp	37.7
v3.0.0	hash	native	17.1
v3.0.0	hashfill	interp	261.7
v3.0.0	hashfill	native	159.2
v3.0.0	bigint	interp	32.3
v3.0.0	bigint	native	31.3
v3.0.0	streq	interp	465.5
v3.0.0	streq	native	47.5
v3.0.0	textsplit	interp	86.5
v3.0.0	textsplit	native	57.1
v3.0.0	rats	interp	270.2
v3.0.0	rats	native	159.4
v3.0.0	objects	interp	627.6
v3.0.0	objects	native	353.8
v3.0.1	loopsum	interp	207.4
v3.0.1	loopsum	native	29.3
v3.0.1	fib	interp	712.2
v3.0.1	fib	native	161.9
v3.0.1	strcat	interp	16.1
v3.0.1	strcat	native	4.1
v3.0.1	startup	interp	3.2
v3.0.1	startup	native	2.4
v3.0.1	arrayops	interp	116.6
v3.0.1	arrayops	native	115.4
v3.0.1	arraypush	interp	250.4
v3.0.1	arraypush	native	94.1
v3.0.1	sortnums	interp	69.8
v3.0.1	sortnums	native	51.1
v3.0.1	sortby	interp	52.5
v3.0.1	sortby	native	38.9
v3.0.1	regex	interp	95.8
v3.0.1	regex	native	78.3
v3.0.1	hash	interp	38.6
v3.0.1	hash	native	17.4
v3.0.1	hashfill	interp	268.5
v3.0.1	hashfill	native	165.2
v3.0.1	bigint	interp	32.3
v3.0.1	bigint	native	30.1
v3.0.1	streq	interp	480.4
v3.0.1	streq	native	50.8
v3.0.1	textsplit	interp	90.9
v3.0.1	textsplit	native	59.8
v3.0.1	rats	interp	274.8
v3.0.1	rats	native	163.0
v3.0.1	objects	interp	640.9
v3.0.1	objects	native	369.5
v3.1.0	loopsum	interp	200.1
v3.1.0	loopsum	native	28.0
v3.1.0	fib	interp	649.5
v3.1.0	fib	native	152.9
v3.1.0	strcat	interp	15.4
v3.1.0	strcat	native	3.9
v3.1.0	startup	interp	3.3
v3.1.0	startup	native	2.4
v3.1.0	arrayops	interp	106.8
v3.1.0	arrayops	native	105.5
v3.1.0	arraypush	interp	236.2
v3.1.0	arraypush	native	83.0
v3.1.0	sortnums	interp	64.1
v3.1.0	sortnums	native	44.3
v3.1.0	sortby	interp	48.0
v3.1.0	sortby	native	34.9
v3.1.0	regex	interp	93.3
v3.1.0	regex	native	74.7
v3.1.0	hash	interp	37.8
v3.1.0	hash	native	17.0
v3.1.0	hashfill	interp	254.4
v3.1.0	hashfill	native	152.7
v3.1.0	bigint	interp	32.2
v3.1.0	bigint	native	30.5
v3.1.0	streq	interp	461.8
v3.1.0	streq	native	45.9
v3.1.0	textsplit	interp	83.9
v3.1.0	textsplit	native	53.4
v3.1.0	rats	interp	263.0
v3.1.0	rats	native	155.1
v3.1.0	objects	interp	607.3
v3.1.0	objects	native	357.1
v3.14.0	loopsum	interp	200.8
v3.14.0	loopsum	native	28.0
v3.14.0	fib	interp	650.8
v3.14.0	fib	native	153.1
v3.14.0	strcat	interp	15.6
v3.14.0	strcat	native	4.0
v3.14.0	startup	interp	3.3
v3.14.0	startup	native	2.3
v3.14.0	arrayops	interp	107.8
v3.14.0	arrayops	native	107.2
v3.14.0	arraypush	interp	233.9
v3.14.0	arraypush	native	82.9
v3.14.0	sortnums	interp	63.8
v3.14.0	sortnums	native	44.4
v3.14.0	sortby	interp	47.7
v3.14.0	sortby	native	35.4
v3.14.0	regex	interp	95.0
v3.14.0	regex	native	74.5
v3.14.0	hash	interp	37.4
v3.14.0	hash	native	16.8
v3.14.0	hashfill	interp	252.6
v3.14.0	hashfill	native	151.4
v3.14.0	bigint	interp	32.0
v3.14.0	bigint	native	29.9
v3.14.0	streq	interp	463.0
v3.14.0	streq	native	45.7
v3.14.0	textsplit	interp	84.5
v3.14.0	textsplit	native	54.6
v3.14.0	rats	interp	265.6
v3.14.0	rats	native	155.0
v3.14.0	objects	interp	622.0
v3.14.0	objects	native	354.4
v3.5.0	loopsum	interp	205.7
v3.5.0	loopsum	native	27.5
v3.5.0	fib	interp	657.6
v3.5.0	fib	native	152.8
v3.5.0	strcat	interp	16.2
v3.5.0	strcat	native	4.0
v3.5.0	startup	interp	3.4
v3.5.0	startup	native	2.4
v3.5.0	arrayops	interp	108.3
v3.5.0	arrayops	native	107.2
v3.5.0	arraypush	interp	231.8
v3.5.0	arraypush	native	91.8
v3.5.0	sortnums	interp	65.8
v3.5.0	sortnums	native	44.2
v3.5.0	sortby	interp	49.1
v3.5.0	sortby	native	36.3
v3.5.0	regex	interp	124.2
v3.5.0	regex	native	94.9
v3.5.0	hash	interp	39.2
v3.5.0	hash	native	16.8
v3.5.0	hashfill	interp	256.4
v3.5.0	hashfill	native	152.9
v3.5.0	bigint	interp	32.4
v3.5.0	bigint	native	30.4
v3.5.0	streq	interp	483.3
v3.5.0	streq	native	46.1
v3.5.0	textsplit	interp	82.8
v3.5.0	textsplit	native	56.0
v3.5.0	rats	interp	263.4
v3.5.0	rats	native	155.9
v3.5.0	objects	interp	586.7
v3.5.0	objects	native	347.5
v3.5.1	loopsum	interp	204.7
v3.5.1	loopsum	native	27.6
v3.5.1	fib	interp	661.5
v3.5.1	fib	native	152.2
v3.5.1	strcat	interp	16.1
v3.5.1	strcat	native	4.0
v3.5.1	startup	interp	3.4
v3.5.1	startup	native	2.4
v3.5.1	arrayops	interp	108.2
v3.5.1	arrayops	native	107.0
v3.5.1	arraypush	interp	231.7
v3.5.1	arraypush	native	90.2
v3.5.1	sortnums	interp	65.2
v3.5.1	sortnums	native	44.4
v3.5.1	sortby	interp	49.3
v3.5.1	sortby	native	36.3
v3.5.1	regex	interp	116.1
v3.5.1	regex	native	97.0
v3.5.1	hash	interp	38.8
v3.5.1	hash	native	17.1
v3.5.1	hashfill	interp	255.6
v3.5.1	hashfill	native	153.3
v3.5.1	bigint	interp	32.4
v3.5.1	bigint	native	30.3
v3.5.1	streq	interp	478.3
v3.5.1	streq	native	46.4
v3.5.1	textsplit	interp	83.1
v3.5.1	textsplit	native	56.6
v3.5.1	rats	interp	264.3
v3.5.1	rats	native	155.4
v3.5.1	objects	interp	592.3
v3.5.1	objects	native	346.6
v3.6.0	loopsum	interp	206.2
v3.6.0	loopsum	native	27.6
v3.6.0	fib	interp	536.4
v3.6.0	fib	native	152.6
v3.6.0	strcat	interp	16.2
v3.6.0	strcat	native	3.5
v3.6.0	startup	interp	3.4
v3.6.0	startup	native	2.4
v3.6.0	arrayops	interp	109.9
v3.6.0	arrayops	native	109.1
v3.6.0	arraypush	interp	230.2
v3.6.0	arraypush	native	87.7
v3.6.0	sortnums	interp	56.7
v3.6.0	sortnums	native	36.6
v3.6.0	sortby	interp	45.4
v3.6.0	sortby	native	31.6
v3.6.0	regex	interp	124.8
v3.6.0	regex	native	97.9
v3.6.0	hash	interp	32.5
v3.6.0	hash	native	11.1
v3.6.0	hashfill	interp	184.8
v3.6.0	hashfill	native	68.8
v3.6.0	bigint	interp	32.4
v3.6.0	bigint	native	30.1
v3.6.0	streq	interp	482.2
v3.6.0	streq	native	45.8
v3.6.0	textsplit	interp	81.0
v3.6.0	textsplit	native	49.0
v3.6.0	rats	interp	267.1
v3.6.0	rats	native	157.6
v3.6.0	objects	interp	595.1
v3.6.0	objects	native	368.6
v3.7.0	loopsum	interp	97.2
v3.7.0	loopsum	native	14.0
v3.7.0	fib	interp	369.8
v3.7.0	fib	native	87.1
v3.7.0	strcat	interp	9.4
v3.7.0	strcat	native	3.0
v3.7.0	startup	interp	3.5
v3.7.0	startup	native	2.4
v3.7.0	arrayops	interp	65.7
v3.7.0	arrayops	native	64.4
v3.7.0	arraypush	interp	127.4
v3.7.0	arraypush	native	50.2
v3.7.0	sortnums	interp	34.2
v3.7.0	sortnums	native	18.5
v3.7.0	sortby	interp	33.4
v3.7.0	sortby	native	21.6
v3.7.0	regex	interp	41.3
v3.7.0	regex	native	24.8
